sku,category,product_name,description,msrp,wholesale_price,options
AB-CP-009,Components,High-Performance Kit,Durable components built for performance,311.29,222.35,"{""colors"": [""cr4321"", ""cb8901""]}"
AB-CP-010,Components,High-Performance Kit,Durable components built for performance,190.41,136.01,"{""colors"": [""ti2345"", ""gy6789""]}"
AB-CP-011,Components,Advanced System,High-quality components for serious cyclists,134.37,95.98,"{""colors"": [""sv3456"", ""ti2345"", ""wh9001"", ""ol4567""]}"
AB-CP-012,Components,Lightweight Component,High-quality components for serious cyclists,571.72,408.37,"{""colors"": [""cr4321"", ""gy6789"", ""sv3456""]}"
AB-CP-013,Components,Heavy-Duty Component,High-quality components for serious cyclists,470.33,335.95,"{""colors"": [""cr4321"", ""bl4567"", ""ol4567"", ""fg3456""]}"
AB-CP-014,Components,Heavy-Duty Kit,Lightweight components for competitive riding,589.92,421.37,"{""colors"": [""gy6789"", ""ol4567""]}"
AB-CP-015,Components,Precision Component,High-quality components for serious cyclists,317.91,227.08,"{""colors"": [""or8901"", ""gr5432"", ""wh9001"", ""cr4321""]}"
AB-CP-016,Components,Durable Component,Professional-grade components with advanced features,155.97,111.41,"{""colors"": [""cr4321"", ""wh9001"", ""rd7298"", ""gr5432""]}"
AB-CP-017,Components,Advanced Kit,Durable components built for performance,143.3,102.36,"{""colors"": [""bk1798"", ""fg3456"", ""br7654""]}"
AB-CP-018,Components,High-Performance System,Lightweight components for competitive riding,111.44,79.6,"{""colors"": [""gr5432"", ""or8901"", ""wh9001"", ""bk1798""]}"
AB-CP-019,Components,Lightweight Part,Lightweight components for competitive riding,584.09,417.21,"{""colors"": [""wh9001"", ""gr5432"", ""bk1798"", ""yl5678"", ""gy6789""]}"
AB-CP-020,Components,Heavy-Duty Kit,Professional-grade components with advanced features,286.08,204.34,"{""colors"": [""gr5432"", ""sv3456""]}"
AB-CP-021,Components,Lightweight Component,Professional-grade components with advanced features,602.43,430.31,"{""colors"": [""cb8901"", ""or8901"", ""gy6789"", ""wh9001""]}"
AB-CP-022,Components,Lightweight Part,Professional-grade components with advanced features,262.96,187.83,"{""colors"": [""sv3456"", ""or8901"", ""br7654""]}"
AB-CP-023,Components,Heavy-Duty Kit,Reliable components for everyday use,132.13,94.38,"{""colors"": [""ti2345"", ""rd7298"", ""bk1798"", ""cr4321""]}"
AB-CP-024,Components,Precision Kit,Lightweight components for competitive riding,490.25,350.18,"{""colors"": [""ol4567"", ""ti2345"", ""bl4567"", ""cb8901""]}"
AB-CP-025,Components,Heavy-Duty System,Reliable components for everyday use,181.4,129.57,"{""colors"": [""gr5432"", ""wh9001""]}"
AB-CP-026,Components,Advanced Kit,Reliable components for everyday use,132.87,94.91,"{""colors"": [""br7654"", ""or8901"", ""bl4567"", ""cb8901""]}"
AB-CP-027,Components,Advanced System,Lightweight components for competitive riding,272.24,194.46,"{""colors"": [""bl4567"", ""ti2345"", ""yl5678"", ""cr4321""]}"
AB-CP-028,Components,High-Performance Part,Professional-grade components with advanced features,511.97,365.69,"{""colors"": [""cb8901"", ""gy6789""]}"
AB-CP-029,Components,Heavy-Duty Component,Lightweight components for competitive riding,163.14,116.53,"{""colors"": [""sv3456"", ""wh9001"", ""cr4321"", ""ti2345"", ""fg3456""]}"
AB-CP-030,Components,Durable Component,Lightweight components for competitive riding,135.49,96.78,"{""colors"": [""yl5678"", ""ol4567""]}"
AB-CP-031,Components,Durable Kit,High-quality components for serious cyclists,247.9,177.07,"{""colors"": [""gy6789"", ""yl5678""]}"
AB-CP-032,Components,High-Performance Part,High-quality components for serious cyclists,107.31,76.65,"{""colors"": [""ti2345"", ""fg3456"", ""yl5678"", ""bl4567""]}"
AB-CP-033,Components,Durable Component,Professional-grade components with advanced features,289.23,206.59,"{""colors"": [""gy6789"", ""yl5678"", ""bk1798""]}"
AB-CP-034,Components,High-Performance System,Professional-grade components with advanced features,478.55,341.82,"{""colors"": [""wh9001"", ""ol4567"", ""gr5432"", ""cb8901"", ""sv3456""]}"
AB-CP-035,Components,Lightweight Kit,Reliable components for everyday use,474.25,338.75,"{""colors"": [""wh9001"", ""cb8901"", ""rd7298""]}"
AB-CP-036,Components,Lightweight Component,Professional-grade components with advanced features,301.49,215.35,"{""colors"": [""bl4567"", ""ol4567"", ""ti2345"", ""bk1798""]}"
AB-CP-037,Components,Advanced System,High-quality components for serious cyclists,667.27,476.62,"{""colors"": [""ti2345"", ""br7654"", ""ol4567"", ""bk1798"", ""yl5678""]}"
AB-CP-038,Components,High-Performance Kit,Reliable components for everyday use,221.93,158.52,"{""colors"": [""gy6789"", ""yl5678"", ""sv3456"", ""bk1798"", ""bl4567""]}"
AB-CP-039,Components,Precision Component,Durable components built for performance,391.8,279.86,"{""colors"": [""or8901"", ""bl4567""]}"
AB-CP-040,Components,Heavy-Duty System,Professional-grade components with advanced features,646.14,461.53,"{""colors"": [""wh9001"", ""bl4567"", ""ol4567"", ""rd7298"", ""yl5678""]}"
AB-CP-041,Components,Heavy-Duty System,Lightweight components for competitive riding,99.18,70.84,"{""colors"": [""cb8901"", ""cr4321""]}"
AB-CP-042,Components,Precision System,Professional-grade components with advanced features,146.03,104.31,"{""colors"": [""ol4567"", ""bk1798"", ""yl5678"", ""sv3456""]}"
AB-CP-043,Components,Heavy-Duty Part,High-quality components for serious cyclists,593.47,423.91,"{""colors"": [""cb8901"", ""wh9001"", ""ol4567"", ""bk1798"", ""fg3456""]}"
AB-CP-044,Components,Precision Kit,High-quality components for serious cyclists,130.87,93.48,"{""colors"": [""bk1798"", ""gr5432"", ""cb8901"", ""ti2345"", ""or8901""]}"
AB-CP-045,Components,Heavy-Duty Component,Durable components built for performance,121.49,86.78,"{""colors"": [""or8901"", ""wh9001"", ""cb8901"", ""br7654"", ""bl4567""]}"
AB-CP-046,Components,High-Performance Component,Lightweight components for competitive riding,377.48,269.63,"{""colors"": [""yl5678"", ""ti2345""]}"
AB-CP-047,Components,High-Performance Component,Professional-grade components with advanced features,511.9,365.64,"{""colors"": [""wh9001"", ""bk1798""]}"
AB-CP-048,Components,Durable Component,Professional-grade components with advanced features,190.64,136.17,"{""colors"": [""yl5678"", ""or8901"", ""gy6789"", ""fg3456""]}"
AB-CP-049,Components,Lightweight Kit,High-quality components for serious cyclists,147.71,105.51,"{""colors"": [""rd7298"", ""gr5432""]}"
AB-CP-050,Components,Durable Kit,Reliable components for everyday use,240.49,171.78,"{""colors"": [""rd7298"", ""gy6789"", ""gr5432""]}"
AB-CP-051,Components,Precision System,Reliable components for everyday use,305.09,217.92,"{""colors"": [""bk1798"", ""bl4567"", ""sv3456""]}"
AB-CP-052,Components,High-Performance Component,Professional-grade components with advanced features,229.15,163.68,"{""colors"": [""cr4321"", ""wh9001"", ""yl5678""]}"
AB-CP-053,Components,Advanced Part,Lightweight components for competitive riding,425.91,304.22,"{""colors"": [""ol4567"", ""cb8901"", ""br7654"", ""yl5678""]}"
AB-CP-054,Components,High-Performance System,Lightweight components for competitive riding,225.9,161.36,"{""colors"": [""gy6789"", ""bl4567""]}"
AB-CP-055,Components,Advanced Component,Lightweight components for competitive riding,178.82,127.73,"{""colors"": [""bl4567"", ""gy6789"", ""fg3456""]}"
AB-CP-056,Components,Advanced System,Professional-grade components with advanced features,323.12,230.8,"{""colors"": [""yl5678"", ""bk1798""]}"
AB-CP-057,Components,Precision Component,Professional-grade components with advanced features,121.3,86.64,"{""colors"": [""gy6789"", ""bl4567"", ""ti2345"", ""cb8901""]}"
AB-CP-058,Components,Heavy-Duty System,Durable components built for performance,106.36,75.97,"{""colors"": [""bl4567"", ""gr5432"", ""fg3456""]}"
AB-CP-059,Components,Precision Part,Professional-grade components with advanced features,488.87,349.19,"{""colors"": [""rd7298"", ""ol4567""]}"
AB-CP-060,Components,Heavy-Duty System,Professional-grade components with advanced features,132.92,94.94,"{""colors"": [""ti2345"", ""cr4321"", ""wh9001"", ""yl5678"", ""bl4567""]}"
AB-CP-061,Components,High-Performance System,Durable components built for performance,160.71,114.79,"{""colors"": [""sv3456"", ""cr4321"", ""cb8901""]}"
AB-CP-062,Components,Advanced Kit,Professional-grade components with advanced features,102.97,73.55,"{""colors"": [""bl4567"", ""sv3456"", ""or8901""]}"
AB-CP-063,Components,Precision System,Professional-grade components with advanced features,540.27,385.91,"{""colors"": [""cr4321"", ""cb8901""]}"
AB-CP-064,Components,Durable Part,Durable components built for performance,287.38,205.27,"{""colors"": [""bk1798"", ""ti2345"", ""cr4321""]}"
AB-CP-065,Components,Lightweight System,Lightweight components for competitive riding,691.15,493.68,"{""colors"": [""fg3456"", ""wh9001"", ""cr4321""]}"
AB-CP-066,Components,Advanced Kit,Reliable components for everyday use,438.16,312.97,"{""colors"": [""cr4321"", ""ti2345"", ""br7654"", ""sv3456"", ""yl5678""]}"
AB-CP-067,Components,Durable Kit,Durable components built for performance,317.59,226.85,"{""colors"": [""fg3456"", ""gy6789"", ""ol4567"", ""gr5432"", ""cb8901""]}"
AB-CP-068,Components,Advanced Kit,Professional-grade components with advanced features,601.93,429.95,"{""colors"": [""br7654"", ""bl4567"", ""gy6789""]}"
AB-CP-069,Components,High-Performance Part,Lightweight components for competitive riding,157.14,112.24,"{""colors"": [""br7654"", ""ol4567"", ""yl5678""]}"
AB-CP-070,Components,Durable System,High-quality components for serious cyclists,103.64,74.03,"{""colors"": [""gy6789"", ""sv3456"", ""yl5678"", ""bl4567""]}"
AB-AC-001,Accessories,High-Performance Light,Lightweight accessories for competitive riding,178.18,127.27,"{""colors"": [""gy6789"", ""or8901"", ""ol4567"", ""yl5678"", ""br7654""]}"
AB-AC-002,Accessories,Precision Bell,Lightweight accessories for competitive riding,85.55,61.11,"{""colors"": [""gr5432"", ""ti2345"", ""wh9001""]}"
AB-AC-003,Accessories,Heavy-Duty Bell,Reliable accessories for everyday use,87.77,62.69,"{""colors"": [""cr4321"", ""gr5432""]}"
AB-AC-004,Accessories,Heavy-Duty Bottle,High-quality accessories for serious cyclists,30.3,21.64,"{""colors"": [""yl5678"", ""bl4567"", ""ti2345""]}"
AB-AC-005,Accessories,Precision Bell,Durable accessories built for performance,84.91,60.65,"{""colors"": [""fg3456"", ""cb8901"", ""rd7298""]}"
AB-AC-006,Accessories,Heavy-Duty Computer,Durable accessories built for performance,71.29,50.92,"{""colors"": [""or8901"", ""ol4567"", ""cb8901"", ""ti2345"", ""bk1798""]}"
AB-AC-007,Accessories,Advanced Pump,Professional-grade accessories with advanced features,209.1,149.36,"{""colors"": [""bl4567"", ""br7654"", ""fg3456"", ""cr4321"", ""ol4567""]}"
AB-AC-008,Accessories,Lightweight Pump,Reliable accessories for everyday use,175.31,125.22,"{""colors"": [""fg3456"", ""ol4567"", ""gy6789"", ""yl5678"", ""wh9001""]}"
AB-AC-009,Accessories,Lightweight Bell,Lightweight accessories for competitive riding,132.52,94.66,"{""colors"": [""gy6789"", ""br7654"", ""sv3456""]}"
AB-AC-010,Accessories,Precision Light,Professional-grade accessories with advanced features,51.7,36.93,"{""colors"": [""fg3456"", ""bk1798"", ""gy6789"", ""ti2345""]}"
AB-AC-011,Accessories,Precision Bell,Lightweight accessories for competitive riding,49.04,35.03,"{""colors"": [""yl5678"", ""cb8901"", ""bk1798"", ""ol4567""]}"
AB-AC-012,Accessories,Lightweight Light,Durable accessories built for performance,58.42,41.73,"{""colors"": [""or8901"", ""bl4567"", ""br7654"", ""wh9001"", ""sv3456""]}"
AB-AC-013,Accessories,Lightweight Mirror,Reliable accessories for everyday use,90.85,64.89,"{""colors"": [""ti2345"", ""gr5432"", ""wh9001"", ""rd7298"", ""cr4321""]}"
AB-AC-014,Accessories,Heavy-Duty Bag,Professional-grade accessories with advanced features,167.05,119.32,"{""colors"": [""wh9001"", ""or8901"", ""gr5432""]}"
AB-AC-015,Accessories,Lightweight Bottle,High-quality accessories for serious cyclists,82.39,58.85,"{""colors"": [""bk1798"", ""yl5678"", ""sv3456"", ""br7654"", ""rd7298""]}"
AB-AC-016,Accessories,High-Performance Bell,High-quality accessories for serious cyclists,93.9,67.07,"{""colors"": [""sv3456"", ""or8901"", ""gy6789""]}"
AB-AC-017,Accessories,High-Performance Lock,Professional-grade accessories with advanced features,44.18,31.56,"{""colors"": [""or8901"", ""ol4567"", ""fg3456"", ""ti2345""]}"
AB-AC-018,Accessories,Lightweight Pump,Durable accessories built for performance,174.31,124.51,"{""colors"": [""sv3456"", ""fg3456"", ""ti2345""]}"
AB-AC-019,Accessories,Precision Pump,Professional-grade accessories with advanced features,42.13,30.09,"{""colors"": [""wh9001"", ""ol4567"", ""or8901"", ""cb8901"", ""bl4567""]}"
AB-AC-020,Accessories,Durable Bell,Reliable accessories for everyday use,112.99,80.71,"{""colors"": [""fg3456"", ""wh9001""]}"
AB-AC-021,Accessories,Advanced Computer,Durable accessories built for performance,105.85,75.61,"{""colors"": [""cb8901"", ""ol4567"", ""cr4321"", ""rd7298"", ""or8901""]}"
AB-AC-022,Accessories,Lightweight Bottle,Lightweight accessories for competitive riding,187.59,133.99,"{""colors"": [""br7654"", ""ti2345"", ""rd7298"", ""fg3456"", ""cb8901""]}"
AB-AC-023,Accessories,High-Performance Lock,Professional-grade accessories with advanced features,32.42,23.16,"{""colors"": [""br7654"", ""ti2345"", ""sv3456"", ""gr5432""]}"
AB-AC-024,Accessories,Advanced Lock,Lightweight accessories for competitive riding,57.26,40.9,"{""colors"": [""yl5678"", ""wh9001""]}"
AB-AC-025,Accessories,Durable Lock,Professional-grade accessories with advanced features,75.05,53.61,"{""colors"": [""bl4567"", ""sv3456"", ""bk1798"", ""gy6789""]}"
AB-AC-026,Accessories,Heavy-Duty Light,Lightweight accessories for competitive riding,108.01,77.15,"{""colors"": [""or8901"", ""bk1798"", ""ol4567""]}"
AB-AC-027,Accessories,Heavy-Duty Computer,Lightweight accessories for competitive riding,47.5,33.93,"{""colors"": [""gy6789"", ""wh9001"", ""ol4567"", ""sv3456"", ""ti2345""]}"
AB-AC-028,Accessories,Advanced Bottle,Durable accessories built for performance,92.83,66.31,"{""colors"": [""rd7298"", ""ol4567"", ""bk1798""]}"
AB-AC-029,Accessories,Lightweight Lock,Lightweight accessories for competitive riding,66.65,47.61,"{""colors"": [""wh9001"", ""ti2345"", ""cr4321""]}"
AB-AC-030,Accessories,Advanced Light,Durable accessories built for performance,67.51,48.22,"{""colors"": [""bl4567"", ""fg3456"", ""bk1798""]}"
AB-AC-031,Accessories,High-Performance Bottle,Reliable accessories for everyday use,39.94,28.53,"{""colors"": [""or8901"", ""fg3456""]}"
AB-AC-032,Accessories,High-Performance Computer,High-quality accessories for serious cyclists,36.93,26.38,"{""colors"": [""cr4321"", ""bl4567"", ""ol4567"", ""yl5678"", ""br7654""]}"
AB-AC-033,Accessories,Heavy-Duty Bottle,High-quality accessories for serious cyclists,34.72,24.8,"{""colors"": [""ol4567"", ""bl4567"", ""ti2345"", ""cr4321""]}"
AB-AC-034,Accessories,Lightweight Lock,Professional-grade accessories with advanced features,39.44,28.17,"{""colors"": [""bk1798"", ""or8901"", ""sv3456""]}"
AB-AC-035,Accessories,Precision Lock,Professional-grade accessories with advanced features,79.52,56.8,"{""colors"": [""br7654"", ""sv3456"", ""or8901""]}"
AB-AC-036,Accessories,Heavy-Duty Mirror,Durable accessories built for performance,45.6,32.57,"{""colors"": [""rd7298"", ""bk1798"", ""or8901"", ""ti2345""]}"
AB-AC-037,Accessories,Heavy-Duty Bell,Professional-grade accessories with advanced features,97.4,69.57,"{""colors"": [""ti2345"", ""ol4567""]}"
AB-AC-038,Accessories,Advanced Computer,High-quality accessories for serious cyclists,157.0,112.14,"{""colors"": [""or8901"", ""gr5432"", ""cr4321""]}"
AB-AC-039,Accessories,Heavy-Duty Pump,Reliable accessories for everyday use,192.47,137.48,"{""colors"": [""gr5432"", ""wh9001"", ""cb8901""]}"
AB-AC-040,Accessories,Advanced Bell,Professional-grade accessories with advanced features,126.71,90.51,"{""colors"": [""rd7298"", ""ti2345"", ""cr4321"", ""fg3456""]}"
AB-AC-041,Accessories,Advanced Bell,High-quality accessories for serious cyclists,88.26,63.04,"{""colors"": [""or8901"", ""sv3456"", ""ti2345"", ""fg3456"", ""bl4567""]}"
AB-AC-042,Accessories,Lightweight Light,High-quality accessories for serious cyclists,37.17,26.55,"{""colors"": [""bl4567"", ""fg3456"", ""or8901"", ""br7654""]}"
AB-AC-043,Accessories,Heavy-Duty Lock,Durable accessories built for performance,48.29,34.49,"{""colors"": [""rd7298"", ""or8901"", ""bl4567""]}"
AB-AC-044,Accessories,Lightweight Light,Lightweight accessories for competitive riding,209.03,149.31,"{""colors"": [""rd7298"", ""gr5432"", ""yl5678"", ""ti2345""]}"
AB-AC-045,Accessories,Durable Light,Durable accessories built for performance,124.82,89.16,"{""colors"": [""bl4567"", ""ol4567""]}"
AB-AC-046,Accessories,Precision Bell,High-quality accessories for serious cyclists,45.46,32.47,"{""colors"": [""cr4321"", ""ti2345"", ""fg3456""]}"
AB-AC-047,Accessories,Durable Bottle,Professional-grade accessories with advanced features,116.86,83.47,"{""colors"": [""ti2345"", ""bk1798"", ""wh9001"", ""gy6789"", ""cr4321""]}"
AB-AC-048,Accessories,Heavy-Duty Bottle,Professional-grade accessories with advanced features,57.76,41.26,"{""colors"": [""rd7298"", ""cb8901""]}"
AB-AC-049,Accessories,Lightweight Bottle,Lightweight accessories for competitive riding,132.57,94.69,"{""colors"": [""rd7298"", ""fg3456"", ""bl4567"", ""cr4321""]}"
AB-AC-050,Accessories,Lightweight Mirror,Durable accessories built for performance,146.92,104.94,"{""colors"": [""ti2345"", ""bl4567"", ""gr5432"", ""gy6789"", ""wh9001""]}"
AB-AC-051,Accessories,High-Performance Bell,Lightweight accessories for competitive riding,94.57,67.55,"{""colors"": [""sv3456"", ""cb8901"", ""fg3456"", ""or8901"", ""rd7298""]}"
AB-AC-052,Accessories,Heavy-Duty Pump,High-quality accessories for serious cyclists,110.92,79.23,"{""colors"": [""cb8901"", ""sv3456"", ""rd7298"", ""ol4567""]}"
AB-AC-053,Accessories,Precision Bag,Lightweight accessories for competitive riding,113.2,80.86,"{""colors"": [""or8901"", ""sv3456"", ""cb8901"", ""gy6789""]}"
AB-AC-054,Accessories,Precision Lock,Professional-grade accessories with advanced features,54.01,38.58,"{""colors"": [""br7654"", ""bl4567"", ""bk1798""]}"
AB-AC-055,Accessories,Durable Light,Lightweight accessories for competitive riding,77.45,55.32,"{""colors"": [""fg3456"", ""yl5678"", ""or8901"", ""gy6789"", ""gr5432""]}"
AB-AC-056,Accessories,High-Performance Lock,High-quality accessories for serious cyclists,41.9,29.93,"{""colors"": [""br7654"", ""cb8901"", ""rd7298"", ""bl4567"", ""or8901""]}"
AB-AC-057,Accessories,Advanced Computer,Lightweight accessories for competitive riding,77.98,55.7,"{""colors"": [""fg3456"", ""bk1798"", ""ti2345"", ""or8901""]}"
AB-AC-058,Accessories,Advanced Mirror,High-quality accessories for serious cyclists,46.07,32.91,"{""colors"": [""ti2345"", ""fg3456"", ""br7654"", ""bk1798""]}"
AB-AC-059,Accessories,Precision Bag,Professional-grade accessories with advanced features,164.26,117.33,"{""colors"": [""bl4567"", ""cb8901"", ""ol4567"", ""ti2345""]}"
AB-AC-060,Accessories,Heavy-Duty Bag,Lightweight accessories for competitive riding,39.12,27.94,"{""colors"": [""fg3456"", ""cb8901"", ""wh9001"", ""sv3456"", ""bl4567""]}"
AB-AC-061,Accessories,Lightweight Mirror,Durable accessories built for performance,99.93,71.38,"{""colors"": [""cb8901"", ""gr5432"", ""fg3456"", ""or8901"", ""wh9001""]}"
AB-AC-062,Accessories,Advanced Lock,Durable accessories built for performance,191.24,136.6,"{""colors"": [""gr5432"", ""fg3456"", ""bl4567""]}"
AB-AC-063,Accessories,Advanced Mirror,Professional-grade accessories with advanced features,63.18,45.13,"{""colors"": [""bk1798"", ""wh9001"", ""ol4567"", ""fg3456"", ""or8901""]}"
AB-AC-064,Accessories,Advanced Mirror,Professional-grade accessories with advanced features,84.55,60.39,"{""colors"": [""yl5678"", ""rd7298"", ""fg3456""]}"
AB-AC-065,Accessories,Lightweight Bag,High-quality accessories for serious cyclists,95.47,68.19,"{""colors"": [""cb8901"", ""ol4567"", ""bl4567"", ""rd7298"", ""cr4321""]}"
AB-AC-066,Accessories,Advanced Light,Professional-grade accessories with advanced features,55.59,39.71,"{""colors"": [""br7654"", ""ol4567"", ""or8901"", ""gy6789""]}"
AB-AC-067,Accessories,Advanced Lock,High-quality accessories for serious cyclists,43.34,30.96,"{""colors"": [""wh9001"", ""gr5432"", ""br7654"", ""yl5678"", ""bk1798""]}"
AB-AC-068,Accessories,High-Performance Bottle,High-quality accessories for serious cyclists,126.39,90.28,"{""colors"": [""bk1798"", ""gr5432""]}"
AB-AC-069,Accessories,Advanced Light,High-quality accessories for serious cyclists,192.29,137.35,"{""colors"": [""bl4567"", ""sv3456""]}"
AB-AC-070,Accessories,High-Performance Light,Durable accessories built for performance,169.68,121.2,"{""colors"": [""gy6789"", ""cr4321"", ""yl5678"", ""cb8901"", ""or8901""]}"
AB-CL-001,Clothing,Precision Gloves,Professional-grade clothing with advanced features,138.57,98.98,"{""colors"": [""ti2345"", ""or8901"", ""ol4567"", ""cb8901""], ""sizes"": [""M"", ""XXL"", ""XS""]}"
AB-CL-002,Clothing,High-Performance Jersey,Professional-grade clothing with advanced features,194.53,138.95,"{""colors"": [""cb8901"", ""wh9001""], ""sizes"": [""M"", ""S"", ""XXL"", ""XL"", ""L""]}"
AB-CL-003,Clothing,High-Performance Tights,Durable clothing built for performance,63.08,45.06,"{""colors"": [""ti2345"", ""yl5678""], ""sizes"": [""XXL"", ""M"", ""L""]}"
AB-CL-004,Clothing,Durable Shorts,Reliable clothing for everyday use,163.81,117.01,"{""colors"": [""yl5678"", ""or8901""], ""sizes"": [""XXL"", ""XS"", ""L"", ""S""]}"
AB-CL-005,Clothing,Lightweight Tights,Reliable clothing for everyday use,84.92,60.66,"{""colors"": [""rd7298"", ""gy6789""], ""sizes"": [""M"", ""XL"", ""L""]}"
AB-CL-006,Clothing,High-Performance Shorts,Reliable clothing for everyday use,53.21,38.01,"{""colors"": [""bl4567"", ""br7654"", ""rd7298""], ""sizes"": [""XXL"", ""XS"", ""XL"", ""S"", ""L""]}"
AB-CL-007,Clothing,Precision Shorts,Professional-grade clothing with advanced features,198.42,141.73,"{""colors"": [""ti2345"", ""gy6789"", ""br7654"", ""wh9001""], ""sizes"": [""S"", ""XL"", ""L"", ""XS"", ""XXL""]}"
AB-CL-008,Clothing,Durable Shorts,Durable clothing built for performance,197.15,140.82,"{""colors"": [""br7654"", ""fg3456"", ""ol4567"", ""cr4321"", ""or8901""], ""sizes"": [""XXL"", ""XL"", ""L"", ""XS"", ""M""]}"
AB-CL-009,Clothing,Heavy-Duty Gloves,High-quality clothing for serious cyclists,98.36,70.26,"{""colors"": [""fg3456"", ""cb8901"", ""bl4567"", ""br7654""], ""sizes"": [""XL"", ""M"", ""S""]}"
AB-CL-010,Clothing,High-Performance Gloves,Durable clothing built for performance,281.85,201.32,"{""colors"": [""cb8901"", ""sv3456""], ""sizes"": [""L"", ""XXL"", ""M""]}"
AB-CL-011,Clothing,Advanced Gloves,Reliable clothing for everyday use,76.1,54.36,"{""colors"": [""wh9001"", ""or8901"", ""bk1798""], ""sizes"": [""L"", ""M"", ""S"", ""XXL"", ""XS""]}"
AB-CL-012,Clothing,Advanced Jacket,Durable clothing built for performance,139.93,99.95,"{""colors"": [""fg3456"", ""ti2345"", ""cr4321""], ""sizes"": [""XS"", ""XL"", ""M"", ""S"", ""XXL""]}"
AB-CL-013,Clothing,Advanced Gloves,Professional-grade clothing with advanced features,249.27,178.05,"{""colors"": [""gr5432"", ""fg3456"", ""or8901"", ""bk1798"", ""yl5678""], ""sizes"": [""XXL"", ""S"", ""XL""]}"
AB-CL-014,Clothing,Lightweight Jersey,Durable clothing built for performance,194.74,139.1,"{""colors"": [""bk1798"", ""sv3456"", ""or8901""], ""sizes"": [""L"", ""XXL"", ""M"", ""S""]}"
AB-CL-015,Clothing,Heavy-Duty Jacket,Durable clothing built for performance,280.57,200.41,"{""colors"": [""fg3456"", ""ol4567"", ""sv3456""], ""sizes"": [""XS"", ""S"", ""M"", ""L""]}"
AB-CL-016,Clothing,Advanced Jersey,Professional-grade clothing with advanced features,114.67,81.91,"{""colors"": [""gy6789"", ""fg3456"", ""br7654""], ""sizes"": [""S"", ""XXL"", ""XL"", ""M""]}"
AB-CL-017,Clothing,Advanced Shorts,Reliable clothing for everyday use,50.95,36.39,"{""colors"": [""ti2345"", ""cr4321""], ""sizes"": [""L"", ""XXL"", ""S""]}"
AB-CL-018,Clothing,Heavy-Duty Jersey,Professional-grade clothing with advanced features,137.47,98.19,"{""colors"": [""wh9001"", ""sv3456""], ""sizes"": [""M"", ""XL"", ""L"", ""XS"", ""S""]}"
AB-CL-019,Clothing,Heavy-Duty Shorts,Lightweight clothing for competitive riding,48.65,34.75,"{""colors"": [""fg3456"", ""cb8901"", ""rd7298"", ""ti2345""], ""sizes"": [""L"", ""XS"", ""XXL"", ""M"", ""S""]}"
AB-CL-020,Clothing,Advanced Gloves,High-quality clothing for serious cyclists,160.71,114.79,"{""colors"": [""wh9001"", ""br7654""], ""sizes"": [""XXL"", ""XL"", ""S"", ""XS""]}"
AB-CL-021,Clothing,Durable Tights,High-quality clothing for serious cyclists,249.41,178.15,"{""colors"": [""or8901"", ""gy6789"", ""ti2345""], ""sizes"": [""L"", ""M"", ""S"", ""XS"", ""XXL""]}"
AB-CL-022,Clothing,Advanced Jersey,High-quality clothing for serious cyclists,212.3,151.64,"{""colors"": [""sv3456"", ""ol4567"", ""br7654"", ""cr4321"", ""gy6789""], ""sizes"": [""XL"", ""XXL"", ""XS""]}"
AB-CL-023,Clothing,Advanced Shorts,Reliable clothing for everyday use,47.52,33.94,"{""colors"": [""bk1798"", ""sv3456"", ""gy6789""], ""sizes"": [""XS"", ""XXL"", ""S"", ""M""]}"
AB-CL-024,Clothing,Advanced Shorts,Durable clothing built for performance,65.21,46.58,"{""colors"": [""wh9001"", ""br7654""], ""sizes"": [""M"", ""XXL"", ""S"", ""L"", ""XS""]}"
AB-CL-025,Clothing,Precision Shorts,Reliable clothing for everyday use,61.98,44.27,"{""colors"": [""ti2345"", ""sv3456"", ""gy6789"", ""rd7298""], ""sizes"": [""L"", ""M"", ""XL"", ""XXL"", ""XS""]}"
AB-CL-026,Clothing,Advanced Jersey,Professional-grade clothing with advanced features,48.58,34.7,"{""colors"": [""gr5432"", ""ol4567"", ""bl4567""], ""sizes"": [""XL"", ""XXL"", ""S""]}"
AB-CL-027,Clothing,Precision Tights,Reliable clothing for everyday use,100.17,71.55,"{""colors"": [""wh9001"", ""sv3456"", ""gr5432"", ""cr4321"", ""or8901""], ""sizes"": [""S"", ""L"", ""XL"", ""XS"", ""XXL""]}"
AB-CL-028,Clothing,Advanced Jacket,High-quality clothing for serious cyclists,76.51,54.65,"{""colors"": [""ti2345"", ""fg3456"", ""br7654"", ""bl4567""], ""sizes"": [""M"", ""XL"", ""S"", ""L"", ""XS""]}"
AB-CL-029,Clothing,High-Performance Gloves,Reliable clothing for everyday use,128.45,91.75,"{""colors"": [""wh9001"", ""gr5432"", ""br7654""], ""sizes"": [""XS"", ""XL"", ""L"", ""XXL"", ""S""]}"
AB-CL-030,Clothing,Precision Jersey,Professional-grade clothing with advanced features,128.81,92.01,"{""colors"": [""gr5432"", ""bk1798"", ""wh9001""], ""sizes"": [""S"", ""L"", ""XS"", ""XL""]}"
AB-CL-031,Clothing,Durable Shorts,Lightweight clothing for competitive riding,120.47,86.05,"{""colors"": [""sv3456"", ""yl5678""], ""sizes"": [""XL"", ""M"", ""XXL"", ""L"", ""XS""]}"
